nExp, Time,   ID,       F 0,       F 1,       F 2,       F 3,       F 4,       F 5,       F 6 
   2,    6,    1,     1.000,    -2.000,   -27.000,    27.074,     0.369,     0.136,     0.050,    -5
   2,    7,    0,     1.000,    -1.000,    -4.000,     4.123,     2.425,     5.882,    14.267,    -5
   2,    7,    1,     1.000,    -1.000,   -21.000,    21.024,     0.476,     0.226,     0.108,    -5
   2,    8,    0,     1.000,    -2.000,     2.000,     2.828,     3.536,    12.500,    44.194,    -5
   2,    8,    1,     1.000,     0.000,   -15.000,    15.000,     0.667,     0.444,     0.296,    -5
   2,    9,    0,     1.000,    -3.000,     8.000,     8.544,     1.170,     1.370,     1.603,    -5
   2,    9,    1,     1.000,     0.000,    -9.000,     9.000,     1.111,     1.235,     1.372,    -5
   2,   10,    0,     1.000,    -4.000,    14.000,    14.560,     0.687,     0.472,     0.324,    -1
   2,   10,    1,     1.000,     0.000,    -3.000,     3.000,     3.333,    11.111,    37.037,    -5
   2,   10,    1,     1.000,     0.000,    -3.000,     3.000,     3.333,    11.111,    37.037,    -5
   3,    1,    0,     0.000,     1.000,   -49.000,    49.010,     0.204,     0.042,     0.008,    -1
   3,    1,    1,     0.000,    -5.000,   -40.000,    40.311,     0.248,     0.062,     0.015,    -1
   3,    2,    0,     0.000,     1.000,   -42.000,    42.012,     0.238,     0.057,     0.013,    -1
   3,    2,    1,     0.000,    -5.000,   -33.000,    33.377,     0.300,     0.090,     0.027,    -1
   3,    3,    0,     0.000,     1.000,   -35.000,    35.014,     0.286,     0.082,     0.023,    -1
   3,    3,    1,     0.000,    -5.000,   -26.000,    26.476,     0.378,     0.143,     0.054,    -5
   3,    4,    0,     0.000,     1.000,   -28.000,    28.018,     0.357,     0.127,     0.045,    -5
   3,    4,    1,     1.000,    -4.000,   -20.000,    20.396,     0.490,     0.240,     0.118,    -5
   3,    5,    0,     1.000,     0.000,   -22.000,    22.000,     0.455,     0.207,     0.094,    -5
   3,    5,    1,     1.000,    -3.000,   -14.000,    14.318,     0.698,     0.488,     0.341,    -5
   3,    6,    0,     1.000,     0.000,   -16.000,    16.000,     0.625,     0.391,     0.244,    -5
   3,    6,    1,     1.000,    -2.000,    -8.000,     8.246,     1.213,     1.471,     1.783,    -5
   3,    7,    0,     1.000,     0.000,   -10.000,    10.000,     1.000,     1.000,     1.000,    -5
   3,    7,    1,     1.000,    -1.000,    -2.000,     2.236,     4.472,    20.000,    89.443,    -5
   3,    7,    1,     1.000,    -1.000,    -2.000,     2.236,     4.472,    20.000,    89.443,    -5
   4,    1,    0,     0.000,    -6.000,   -61.000,    61.294,     0.163,     0.027,     0.004,    -1
   4,    1,    1,     0.000,    -6.000,   -60.000,    60.299,     0.166,     0.028,     0.005,    -1
   4,    2,    0,     0.000,    -6.000,   -54.000,    54.332,     0.184,     0.034,     0.006,    -1
   4,    2,    1,     0.000,    -6.000,   -53.000,    53.339,     0.187,     0.035,     0.007,    -1
   4,    3,    0,     0.000,    -6.000,   -47.000,    47.381,     0.211,     0.045,     0.009,    -1
   4,    3,    1,     0.000,    -6.000,   -46.000,    46.390,     0.216,     0.046,     0.010,    -1
   4,    4,    0,     0.000,    -5.000,   -41.000,    41.304,     0.242,     0.059,     0.014,    -5
   4,    4,    1,     0.000,    -6.000,   -39.000,    39.459,     0.253,     0.064,     0.016,    -1
   4,    5,    0,     1.000,    -4.000,   -35.000,    35.228,     0.284,     0.081,     0.023,    -5
   4,    5,    1,     0.000,    -6.000,   -32.000,    32.558,     0.307,     0.094,     0.029,    -1
   4,    6,    0,     1.000,    -3.000,   -29.000,    29.155,     0.343,     0.118,     0.040,    -5
   4,    6,    1,     0.000,    -6.000,   -25.000,    25.710,     0.389,     0.151,     0.059,    -1
   4,    7,    0,     1.000,    -2.000,   -23.000,    23.087,     0.433,     0.188,     0.081,    -5
   4,    7,    1,     0.000,    -6.000,   -18.000,    18.974,     0.527,     0.278,     0.146,    -1
   4,    8,    0,     1.000,    -1.000,   -17.000,    17.029,     0.587,     0.345,     0.202,    -5
   4,    8,    1,     0.000,    -6.000,   -11.000,    12.530,     0.798,     0.637,     0.508,    -1
   4,    9,    0,     1.000,     0.000,   -11.000,    11.000,     0.909,     0.826,     0.751,    -5
   4,    9,    1,     0.000,    -6.000,    -4.000,     7.211,     1.387,     1.923,     2.667,    -1
   4,   10,    0,     1.000,     0.000,    -5.000,     5.000,     2.000,     4.000,     8.000,    -5
   4,   10,    1,     0.000,    -6.000,     3.000,     6.708,     1.491,     2.222,     3.313,    -1
   4,   10,    0,     1.000,     0.000,    -5.000,     5.000,     2.000,     4.000,     8.000,    -5
